match_id,P1Name,P2Name,P1Hand,P2Hand,P1Points,P2Points,result,winner,loser,tournament_name,surface,start_date,winner_return_points_total,winner_return_points_won,loser_return_points_total,loser_return_points_won
20221130-W-Andorra-R16-Sabine_Lisicki-Alina_Charaeva.html,Sabine Lisicki,Alina Charaeva,RH,RH,68,42,Sabine Lisicki d. Alina Charaeva 6-0 6-3,Sabine Lisicki,Alina Charaeva,Andorra,hard,2022-11-30,49,28,61,21
20221127-W-Montevideo-F-Leolia_Jeanjean-Diana_Shnaider.html,Leolia Jeanjean,Diana Shnaider,RH,LH,63,70,Diana Shnaider d. Leolia Jeanjean 6-4 6-4,Diana Shnaider,Leolia Jeanjean,Montevideo,hard,2022-11-27,68,33,65,28
20221126-W-Montevideo-SF-Diana_Shnaider-Kateryna_Baindl.html,Diana Shnaider,Kateryna Baindl,LH,RH,67,48,Diana Shnaider d. Kateryna Baindl 6-3 6-2,Diana Shnaider,Kateryna Baindl,Montevideo,hard,2022-11-26,49,26,66,25
20221124-W-Montevideo-R16-Brenda_Fruhvirtova-Kateryna_Baindl.html,Brenda Fruhvirtova,Kateryna Baindl,RH,RH,44,63,Kateryna Baindl d. Brenda Fruhvirtova 6-4 6-0,Kateryna Baindl,Brenda Fruhvirtova,Montevideo,hard,2022-11-24,62,35,45,17
20221123-M-Davis_Cup_Finals-QF-Marin_Cilic-Pablo_Carreno_Busta.html,Marin Cilic,Pablo Carreno Busta,RH,RH,118,113,Marin Cilic d. Pablo Carreno Busta 5-7 6-3 7-6(5),Marin Cilic,Pablo Carreno Busta,Davis_Cup_Finals,hard,2022-11-23,106,42,125,49
20221122-M-Davis_Cup_Finals-QF-Jordan_Thompson-Tallon_Griekspoor.html,Jordan Thompson,Tallon Griekspoor,RH,RH,112,102,Jordan Thompson d. Tallon Griekspoor 4-6 7-5 6-3,Jordan Thompson,Tallon Griekspoor,Davis_Cup_Finals,hard,2022-11-22,93,36,121,45
20221122-M-Davis_Cup_Finals-QF-Botic_Van_De_Zandschulp-Alex_De_Minaur.html,Botic Van De Zandschulp,Alex De Minaur,RH,RH,91,101,Alex De Minaur d. Botic Van De Zandschulp 5-7 6-3 6-4,Alex De Minaur,Botic Van De Zandschulp,Davis_Cup_Finals,hard,2022-11-22,88,32,104,35
20220918-M-Davis_Cup_Finals-RR-Andy_Murray-Dmitry_Popko.html,Andy Murray,Dmitry Popko,RH,RH,68,52,Andy Murray d. Dmitry Popko 6-4 6-3,Andy Murray,Dmitry Popko,Davis_Cup_Finals,hard,2022-09-18,65,29,55,16
20220916-M-Davis_Cup_Finals-RR-Tallon_Griekspoor-Daniel_Evans.html,Tallon Griekspoor,Daniel Evans,RH,RH,60,69,Daniel Evans d. Tallon Griekspoor 6-4 6-4,Daniel Evans,Tallon Griekspoor,Davis_Cup_Finals,hard,2022-09-16,62,23,67,21
20220916-M-Davis_Cup_Finals-RR-Cameron_Norrie-Botic_Van_De_Zandschulp.html,Cameron Norrie,Botic Van De Zandschulp,LH,RH,46,67,Botic Van De Zandschulp d. Cameron Norrie 6-4 6-2,Botic Van De Zandschulp,Cameron Norrie,Davis_Cup_Finals,hard,2022-09-16,58,26,55,14
20221120-M-Tour_Finals-F-Novak_Djokovic-Casper_Ruud.html,Novak Djokovic,Casper Ruud,RH,RH,64,48,Novak Djokovic d. Casper Ruud 7-5 6-3,Novak Djokovic,Casper Ruud,Tour_Finals,hard,2022-11-20,57,20,55,11
20221119-M-Tour_Finals-SF-Taylor_Fritz-Novak_Djokovic.html,Taylor Fritz,Novak Djokovic,RH,RH,73,84,Novak Djokovic d. Taylor Fritz 7-6(5) 7-6(6),Novak Djokovic,Taylor Fritz,Tour_Finals,hard,2022-11-19,81,30,76,22
20221119-M-Tour_Finals-SF-Andrey_Rublev-Casper_Ruud.html,Andrey Rublev,Casper Ruud,RH,RH,40,56,Casper Ruud d. Andrey Rublev 6-2 6-4,Casper Ruud,Andrey Rublev,Tour_Finals,hard,2022-11-19,50,21,46,11
20221118-M-Tour_Finals-RR-Novak_Djokovic-Daniil_Medvedev.html,Novak Djokovic,Daniil Medvedev,RH,RH,138,119,Novak Djokovic d. Daniil Medvedev 6-3 6-7(5) 7-6(2),Novak Djokovic,Daniil Medvedev,Tour_Finals,hard,2022-11-18,126,49,131,42
20221116-M-Tour_Finals-RR-Novak_Djokovic-Andrey_Rublev.html,Novak Djokovic,Andrey Rublev,RH,RH,61,38,Novak Djokovic d. Andrey Rublev 6-4 6-1,Novak Djokovic,Andrey Rublev,Tour_Finals,hard,2022-11-16,56,25,43,7
20221115-M-Tour_Finals-RR-Casper_Ruud-Taylor_Fritz.html,Casper Ruud,Taylor Fritz,RH,RH,95,87,Casper Ruud d. Taylor Fritz 6-3 4-6 7-6(6),Casper Ruud,Taylor Fritz,Tour_Finals,hard,2022-11-15,89,24,93,22
20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas-Novak_Djokovic.html,Stefanos Tsitsipas,Novak Djokovic,RH,RH,58,66,Novak Djokovic d. Stefanos Tsitsipas 6-4 7-6(4),Novak Djokovic,Stefanos Tsitsipas,Tour_Finals,hard,2022-11-14,61,16,63,13
20221113-M-Tour_Finals-RR-Rafael_Nadal-Taylor_Fritz.html,Rafael Nadal,Taylor Fritz,LH,RH,57,70,Taylor Fritz d. Rafael Nadal 7-6(3) 6-1,Taylor Fritz,Rafael Nadal,Tour_Finals,hard,2022-11-13,69,24,58,12
20221113-M-Tour_Finals-RR-Casper_Ruud-Felix_Auger_Aliassime.html,Casper Ruud,Felix Auger Aliassime,RH,RH,66,60,Casper Ruud d. Felix Auger Aliassime 7-6(4) 6-4,Casper Ruud,Felix Auger Aliassime,Tour_Finals,hard,2022-11-13,59,15,67,16
20221113-W-BJK_Cup_Finals-F-Ajla_Tomljanovic-Belinda_Bencic.html,Ajla Tomljanovic,Belinda Bencic,RH,RH,38,62,Belinda Bencic d. Ajla Tomljanovic 6-2 6-1,Belinda Bencic,Ajla Tomljanovic,BJK_Cup_Finals,hard,2022-11-13,54,33,46,17
20221112-W-BJK_Cup_Finals-RR-Caroline_Garcia-Lesley_Pattinama_Kerkhove.html,Caroline Garcia,Lesley Pattinama Kerkhove,RH,RH,74,56,Caroline Garcia d. Lesley Pattinama Kerkhove 6-2 6-3,Caroline Garcia,Lesley Pattinama Kerkhove,BJK_Cup_Finals,hard,2022-11-12,73,34,57,17
20221111-W-BJK_Cup_Finals-RR-Diane_Parry-Suzan_Lamens.html,Diane Parry,Suzan Lamens,RH,RH,119,103,Diane Parry d. Suzan Lamens 6-7(5) 6-2 7-6(3),Diane Parry,Suzan Lamens,BJK_Cup_Finals,hard,2022-11-11,119,49,103,33
20221111-W-BJK_Cup_Finals-RR-Cori_Gauff-Katerina_Siniakova.html,Cori Gauff,Katerina Siniakova,RH,RH,47,74,Katerina Siniakova d. Cori Gauff 7-6(1) 6-1,Katerina Siniakova,Cori Gauff,BJK_Cup_Finals,hard,2022-11-11,59,32,62,20
20221111-W-BJK_Cup_Finals-RR-Alize_Cornet-Lesley_Pattinama_Kerkhove.html,Alize Cornet,Lesley Pattinama Kerkhove,RH,RH,53,25,Alize Cornet d. Lesley Pattinama Kerkhove 6-2 6-0,Alize Cornet,Lesley Pattinama Kerkhove,BJK_Cup_Finals,hard,2022-11-11,38,23,40,10
20221109-W-BJK_Cup_Finals-RR-Jil_Teichmann-Elisabetta_Cocciaretto.html,Jil Teichmann,Elisabetta Cocciaretto,LH,RH,123,123,Jil Teichmann d. Elisabetta Cocciaretto 6-3 4-6 7-6(5),Jil Teichmann,Elisabetta Cocciaretto,BJK_Cup_Finals,hard,2022-11-09,136,63,110,50
20221112-M-NextGen_Finals-F-Brandon_Nakashima-Jiri_Lehecka.html,Brandon Nakashima,Jiri Lehecka,RH,RH,65,57,Brandon Nakashima d. Jiri Lehecka 4-3 4-3 4-2,Brandon Nakashima,Jiri Lehecka,NextGen_Finals,hard,2022-11-12,59,21,63,19
20221111-M-NextGen_Finals-SF-Brandon_Nakashima-Jack_Draper.html,Brandon Nakashima,Jack Draper,RH,LH,84,70,Brandon Nakashima d. Jack Draper 4-3 1-4 4-2 4-3,Brandon Nakashima,Jack Draper,NextGen_Finals,hard,2022-11-11,88,34,66,16
20221107-W-Fort_Worth_Finals-F-Caroline_Garcia-Aryna_Sabalenka.html,Caroline Garcia,Aryna Sabalenka,RH,RH,68,63,Caroline Garcia d. Aryna Sabalenka 7-6(4) 6-4,Caroline Garcia,Aryna Sabalenka,Fort_Worth_Finals,hard,2022-11-07,62,19,69,20
20221106-W-Fort_Worth_Finals-SF-Caroline_Garcia-Maria_Sakkari.html,Caroline Garcia,Maria Sakkari,RH,RH,59,40,Caroline Garcia d. Maria Sakkari 6-3 6-2,Caroline Garcia,Maria Sakkari,Fort_Worth_Finals,hard,2022-11-06,42,21,57,19
20221106-W-Fort_Worth_Finals-SF-Aryna_Sabalenka-Iga_Swiatek.html,Aryna Sabalenka,Iga Swiatek,RH,RH,83,73,Aryna Sabalenka d. Iga Swiatek 6-2 2-6 6-1,Aryna Sabalenka,Iga Swiatek,Fort_Worth_Finals,hard,2022-11-06,82,41,74,32
20221105-W-Fort_Worth_Finals-RR-Caroline_Garcia-Daria_Kasatkina.html,Caroline Garcia,Daria Kasatkina,RH,RH,107,97,Caroline Garcia d. Daria Kasatkina 4-6 6-1 7-6(5),Caroline Garcia,Daria Kasatkina,Fort_Worth_Finals,hard,2022-11-05,106,52,98,43
20221104-W-Fort_Worth_Finals-RR-Jessica_Pegula-Aryna_Sabalenka.html,Jessica Pegula,Aryna Sabalenka,RH,RH,59,80,Aryna Sabalenka d. Jessica Pegula 6-3 7-5,Aryna Sabalenka,Jessica Pegula,Fort_Worth_Finals,hard,2022-11-04,79,41,60,21
20221103-W-Fort_Worth_Finals-RR-Iga_Swiatek-Caroline_Garcia.html,Iga Swiatek,Caroline Garcia,RH,RH,61,45,Iga Swiatek d. Caroline Garcia 6-3 6-2,Iga Swiatek,Caroline Garcia,Fort_Worth_Finals,hard,2022-11-03,46,23,60,22
20221102-W-Fort_Worth_Finals-RR-Aryna_Sabalenka-Maria_Sakkari.html,Aryna Sabalenka,Maria Sakkari,RH,RH,50,68,Maria Sakkari d. Aryna Sabalenka 6-2 6-4,Maria Sakkari,Aryna Sabalenka,Fort_Worth_Finals,hard,2022-11-02,57,30,61,23
20221101-W-Fort_Worth_Finals-RR-Iga_Swiatek-Daria_Kasatkina.html,Iga Swiatek,Daria Kasatkina,RH,RH,64,40,Iga Swiatek d. Daria Kasatkina 6-2 6-3,Iga Swiatek,Daria Kasatkina,Fort_Worth_Finals,hard,2022-11-01,52,26,52,14
20221101-W-Fort_Worth_Finals-RR-Caroline_Garcia-Cori_Gauff.html,Caroline Garcia,Cori Gauff,RH,RH,67,51,Caroline Garcia d. Cori Gauff 6-4 6-3,Caroline Garcia,Cori Gauff,Fort_Worth_Finals,hard,2022-11-01,57,26,61,20
20221031-W-Fort_Worth_Finals-RR-Jessica_Pegula-Maria_Sakkari.html,Jessica Pegula,Maria Sakkari,RH,RH,91,94,Maria Sakkari d. Jessica Pegula 7-6(6) 7-6(4),Maria Sakkari,Jessica Pegula,Fort_Worth_Finals,hard,2022-10-31,99,42,86,34
20221031-W-Fort_Worth_Finals-RR-Aryna_Sabalenka-Ons_Jabeur.html,Aryna Sabalenka,Ons Jabeur,RH,RH,107,111,Aryna Sabalenka d. Ons Jabeur 3-6 7-6(5) 7-5,Aryna Sabalenka,Ons Jabeur,Fort_Worth_Finals,hard,2022-10-31,99,41,119,53
20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune.html,Novak Djokovic,Holger Rune,RH,RH,97,92,Holger Rune d. Novak Djokovic 3-6 6-3 7-5,Holger Rune,Novak Djokovic,Paris_Masters,hard,2022-11-06,80,24,109,41
20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas.html,Novak Djokovic,Stefanos Tsitsipas,RH,RH,91,74,Novak Djokovic d. Stefanos Tsitsipas 6-2 3-6 7-6(4),Novak Djokovic,Stefanos Tsitsipas,Paris_Masters,hard,2022-11-05,89,31,76,16
20221105-M-Paris_Masters-SF-Felix_Auger_Aliassime-Holger_Rune.html,Felix Auger Aliassime,Holger Rune,RH,RH,47,64,Holger Rune d. Felix Auger Aliassime 6-4 6-2,Holger Rune,Felix Auger Aliassime,Paris_Masters,hard,2022-11-05,64,28,47,11
20221103-M-Paris_Masters-R16-Felix_Auger_Aliassime-Gilles_Simon.html,Felix Auger Aliassime,Gilles Simon,RH,RH,63,45,Felix Auger Aliassime d. Gilles Simon 6-1 6-3,Felix Auger Aliassime,Gilles Simon,Paris_Masters,hard,2022-11-03,55,27,53,17
20221103-M-Paris_Masters-R16-Andrey_Rublev-Holger_Rune.html,Andrey Rublev,Holger Rune,RH,RH,63,72,Holger Rune d. Andrey Rublev 6-4 7-5,Holger Rune,Andrey Rublev,Paris_Masters,hard,2022-11-03,63,20,72,20
20221102-M-Paris_Masters-R32-Yoshihito_Nishioka-Carlos_Alcaraz.html,Yoshihito Nishioka,Carlos Alcaraz,LH,RH,46,59,Carlos Alcaraz d. Yoshihito Nishioka 6-4 6-4,Carlos Alcaraz,Yoshihito Nishioka,Paris_Masters,hard,2022-11-02,59,22,46,9
20221102-M-Paris_Masters-R32-Taylor_Fritz-Gilles_Simon.html,Taylor Fritz,Gilles Simon,RH,RH,109,115,Gilles Simon d. Taylor Fritz 7-5 5-7 6-4,Gilles Simon,Taylor Fritz,Paris_Masters,hard,2022-11-02,112,43,112,40
20221102-M-Paris_Masters-R32-Alex_De_Minaur-Daniil_Medvedev.html,Alex De Minaur,Daniil Medvedev,RH,RH,103,100,Alex De Minaur d. Daniil Medvedev 6-4 2-6 7-5,Alex De Minaur,Daniil Medvedev,Paris_Masters,hard,2022-11-02,99,39,104,40
20221101-M-Paris_Masters-R32-Novak_Djokovic-Maxime_Cressy.html,Novak Djokovic,Maxime Cressy,RH,RH,76,56,Novak Djokovic d. Maxime Cressy 7-6(1) 6-4,Novak Djokovic,Maxime Cressy,Paris_Masters,hard,2022-11-01,78,28,54,6
20221101-M-Paris_Masters-R32-Casper_Ruud-Richard_Gasquet.html,Casper Ruud,Richard Gasquet,RH,RH,65,45,Casper Ruud d. Richard Gasquet 6-1 7-6(7),Casper Ruud,Richard Gasquet,Paris_Masters,hard,2022-11-01,51,20,59,14
20221101-M-Paris_Masters-R32-Andrey_Rublev-John_Isner.html,Andrey Rublev,John Isner,RH,RH,64,40,Andrey Rublev d. John Isner 6-2 6-3,Andrey Rublev,John Isner,Paris_Masters,hard,2022-11-01,56,28,48,12
20221031-M-Paris_Masters-R64-Sebastian_Baez-Karen_Khachanov.html,Sebastian Baez,Karen Khachanov,RH,RH,29,56,Karen Khachanov d. Sebastian Baez 6-1 6-1,Karen Khachanov,Sebastian Baez,Paris_Masters,hard,2022-10-31,41,25,44,13
20221031-M-Paris_Masters-R64-Maxime_Cressy-Diego_Schwartzman.html,Maxime Cressy,Diego Schwartzman,RH,RH,60,45,Maxime Cressy d. Diego Schwartzman 6-3 6-3,Maxime Cressy,Diego Schwartzman,Paris_Masters,hard,2022-10-31,56,25,49,14
20221031-M-Paris_Masters-R64-Marin_Cilic-Lorenzo_Musetti.html,Marin Cilic,Lorenzo Musetti,RH,RH,51,58,Lorenzo Musetti d. Marin Cilic 6-4 6-4,Lorenzo Musetti,Marin Cilic,Paris_Masters,hard,2022-10-31,52,16,57,15
20221031-M-Paris_Masters-R64-Andy_Murray-Gilles_Simon.html,Andy Murray,Gilles Simon,RH,RH,87,99,Gilles Simon d. Andy Murray 4-6 7-5 6-3,Gilles Simon,Andy Murray,Paris_Masters,hard,2022-10-31,91,41,95,37
20221030-M-Vienna-F-Daniil_Medvedev-Denis_Shapovalov.html,Daniil Medvedev,Denis Shapovalov,RH,LH,97,81,Daniil Medvedev d. Denis Shapovalov 4-6 6-3 6-2,Daniil Medvedev,Denis Shapovalov,Vienna,hard,2022-10-30,81,38,97,38
20221029-M-Vienna-SF-Grigor_Dimitrov-Daniil_Medvedev.html,Grigor Dimitrov,Daniil Medvedev,RH,RH,44,66,Daniil Medvedev d. Grigor Dimitrov 6-4 6-2,Daniil Medvedev,Grigor Dimitrov,Vienna,hard,2022-10-29,66,30,44,8
20221028-M-Vienna-QF-Jannik_Sinner-Daniil_Medvedev.html,Jannik Sinner,Daniil Medvedev,RH,RH,47,63,Daniil Medvedev d. Jannik Sinner 6-4 6-2,Daniil Medvedev,Jannik Sinner,Vienna,hard,2022-10-28,62,27,48,12
20221027-M-Vienna-R16-Dominic_Thiem-Daniil_Medvedev.html,Dominic Thiem,Daniil Medvedev,RH,RH,52,67,Daniil Medvedev d. Dominic Thiem 6-3 6-3,Daniil Medvedev,Dominic Thiem,Vienna,hard,2022-10-27,63,27,56,16
20221026-M-Vienna-R32-Jannik_Sinner-Cristian_Garin.html,Jannik Sinner,Cristian Garin,RH,RH,59,35,Jannik Sinner d. Cristian Garin 6-3 6-2,Jannik Sinner,Cristian Garin,Vienna,hard,2022-10-26,51,23,43,7
20221026-M-Vienna-R32-Daniil_Medvedev-Nikoloz_Basilashvili.html,Daniil Medvedev,Nikoloz Basilashvili,RH,RH,57,32,Daniil Medvedev d. Nikoloz Basilashvili 6-2 6-2,Daniil Medvedev,Nikoloz Basilashvili,Vienna,hard,2022-10-26,48,25,41,9
20221026-M-Vienna-R16-Karen_Khachanov-Daniel_Evans.html,Karen Khachanov,Daniel Evans,RH,RH,39,61,Daniel Evans d. Karen Khachanov 6-2 6-2,Daniel Evans,Karen Khachanov,Vienna,hard,2022-10-26,56,30,44,13
20221030-M-Basel-F-Felix_Auger_Aliassime-Holger_Rune.html,Felix Auger Aliassime,Holger Rune,RH,RH,73,58,Felix Auger Aliassime d. Holger Rune 6-3 7-5,Felix Auger Aliassime,Holger Rune,Basel,hard,2022-10-30,68,26,63,16
20221027-M-Basel-R16-Alexander_Bublik-Albert_Ramos.html,Alexander Bublik,Albert Ramos,RH,LH,63,49,Alexander Bublik d. Albert Ramos 6-3 6-3,Alexander Bublik,Albert Ramos,Basel,hard,2022-10-27,55,23,57,17
20221024-M-Basel-R32-Alexander_Bublik-Aslan_Karatsev.html,Alexander Bublik,Aslan Karatsev,RH,RH,67,53,Alexander Bublik d. Aslan Karatsev 6-3 7-6(2),Alexander Bublik,Aslan Karatsev,Basel,hard,2022-10-24,62,23,58,14
20221027-W-Tampico-QF-Leylah_Fernandez-Rebecca_Marino.html,Leylah Fernandez,Rebecca Marino,LH,RH,40,55,Rebecca Marino d. Leylah Fernandez 6-3 6-3,Rebecca Marino,Leylah Fernandez,Tampico,hard,2022-10-27,50,26,45,16
20221025-M-Brest_CH-R32-Laurent_Lokoli-Gilles_Simon.html,Laurent Lokoli,Gilles Simon,RH,RH,53,75,Gilles Simon d. Laurent Lokoli 6-2 6-4,Gilles Simon,Laurent Lokoli,Brest_CH,hard,2022-10-25,77,39,51,15
20221023-M-Coquimbo_CH-F-Facundo_Diaz_Acosta-Juan_Manuel_Cerundolo.html,Facundo Diaz Acosta,Juan Manuel Cerundolo,LH,LH,79,81,Juan Manuel Cerundolo d. Facundo Diaz Acosta 6-3 3-6 6-4,Juan Manuel Cerundolo,Facundo Diaz Acosta,Coquimbo_CH,hard,2022-10-23,75,35,85,39
20221023-M-Stockholm-F-Stefanos_Tsitsipas-Holger_Rune.html,Stefanos Tsitsipas,Holger Rune,RH,RH,57,65,Holger Rune d. Stefanos Tsitsipas 6-4 6-4,Holger Rune,Stefanos Tsitsipas,Stockholm,hard,2022-10-23,64,23,58,16
20221018-M-Stockholm-R32-Quentin_Halys-Mikael_Ymer.html,Quentin Halys,Mikael Ymer,RH,RH,95,108,Mikael Ymer d. Quentin Halys 5-7 6-4 6-3,Mikael Ymer,Quentin Halys,Stockholm,hard,2022-10-18,109,48,94,34
20221023-W-Guadalajara-F-Maria_Sakkari-Jessica_Pegula.html,Maria Sakkari,Jessica Pegula,RH,RH,39,58,Jessica Pegula d. Maria Sakkari 6-2 6-3,Jessica Pegula,Maria Sakkari,Guadalajara,hard,2022-10-23,51,27,46,15
20221021-W-Guadalajara-QF-Maria_Sakkari-Veronika_Kudermetova.html,Maria Sakkari,Veronika Kudermetova,RH,RH,107,97,Maria Sakkari d. Veronika Kudermetova 6-1 5-7 6-4,Maria Sakkari,Veronika Kudermetova,Guadalajara,hard,2022-10-21,81,30,123,46
20221020-W-Guadalajara-R16-Bianca_Andreescu-Jessica_Pegula.html,Bianca Andreescu,Jessica Pegula,RH,RH,65,69,Jessica Pegula d. Bianca Andreescu 6-4 6-4,Jessica Pegula,Bianca Andreescu,Guadalajara,hard,2022-10-20,74,34,60,25
20221020-W-Guadalajara-R16-Anna_Kalinskaya-Daria_Kasatkina.html,Anna Kalinskaya,Daria Kasatkina,RH,RH,91,89,Anna Kalinskaya d. Daria Kasatkina 6-2 2-6 6-3,Anna Kalinskaya,Daria Kasatkina,Guadalajara,hard,2022-10-20,79,40,101,50
20221019-W-Guadalajara-R32-Aryna_Sabalenka-Liudmila_Samsonova.html,Aryna Sabalenka,Liudmila Samsonova,RH,RH,84,87,Liudmila Samsonova d. Aryna Sabalenka 6-4 2-6 6-2,Liudmila Samsonova,Aryna Sabalenka,Guadalajara,hard,2022-10-19,78,33,93,39
20221019-W-Guadalajara-R16-Liudmila_Samsonova-Marie_Bouzkova.html,Liudmila Samsonova,Marie Bouzkova,RH,RH,86,89,Marie Bouzkova d. Liudmila Samsonova 0-6 7-5 6-3,Marie Bouzkova,Liudmila Samsonova,Guadalajara,hard,2022-10-19,87,35,88,34
20221018-W-Guadalajara-R32-Petra_Kvitova-Bianca_Andreescu.html,Petra Kvitova,Bianca Andreescu,LH,RH,78,94,Bianca Andreescu d. Petra Kvitova 3-6 6-2 6-0,Bianca Andreescu,Petra Kvitova,Guadalajara,hard,2022-10-18,85,46,87,39
20221017-W-Guadalajara-R64-Kaia_Kanepi-Liudmila_Samsonova.html,Kaia Kanepi,Liudmila Samsonova,RH,RH,49,67,Liudmila Samsonova d. Kaia Kanepi 6-1 7-5,Liudmila Samsonova,Kaia Kanepi,Guadalajara,hard,2022-10-17,65,32,51,16
20221017-W-Guadalajara-R64-Jil_Teichmann-Bianca_Andreescu.html,Jil Teichmann,Bianca Andreescu,LH,RH,48,59,Bianca Andreescu d. Jil Teichmann 6-2 6-4,Bianca Andreescu,Jil Teichmann,Guadalajara,hard,2022-10-17,54,27,53,21
20220227-W-Guadalajara-F-Marie_Bouzkova-Sloane_Stephens.html,Marie Bouzkova,Sloane Stephens,RH,RH,86,87,Sloane Stephens d. Marie Bouzkova 7-5 1-6 6-2,Sloane Stephens,Marie Bouzkova,Guadalajara,hard,2022-02-27,89,35,84,32
20220221-W-Guadalajara-R32-Brenda_Fruhvirtova-Sloane_Stephens.html,Brenda Fruhvirtova,Sloane Stephens,RH,RH,34,60,Sloane Stephens d. Brenda Fruhvirtova 6-2 6-2,Sloane Stephens,Brenda Fruhvirtova,Guadalajara,hard,2022-02-21,48,25,46,11
20221023-M-Naples-F-Lorenzo_Musetti-Matteo_Berrettini.html,Lorenzo Musetti,Matteo Berrettini,RH,RH,63,48,Lorenzo Musetti d. Matteo Berrettini 7-6(5) 6-2,Lorenzo Musetti,Matteo Berrettini,Naples,hard,2022-10-23,54,20,57,14
20221023-M-Antwerp-F-Felix_Auger_Aliassime-Sebastian_Korda.html,Felix Auger Aliassime,Sebastian Korda,RH,RH,62,45,Felix Auger Aliassime d. Sebastian Korda 6-3 6-4,Felix Auger Aliassime,Sebastian Korda,Antwerp,hard,2022-10-23,56,21,51,10
20221022-M-Antwerp-SF-Sebastian_Korda-Dominic_Thiem.html,Sebastian Korda,Dominic Thiem,RH,RH,105,99,Sebastian Korda d. Dominic Thiem 6-7(4) 6-3 7-6(4),Sebastian Korda,Dominic Thiem,Antwerp,hard,2022-10-22,103,39,101,35
20221021-M-Antwerp-QF-Hubert_Hurkacz-Dominic_Thiem.html,Hubert Hurkacz,Dominic Thiem,RH,RH,109,109,Dominic Thiem d. Hubert Hurkacz 3-6 7-6(9) 7-6(4),Dominic Thiem,Hubert Hurkacz,Antwerp,hard,2022-10-21,112,32,106,29
20221020-M-Antwerp-R16-Dominic_Thiem-Francisco_Cerundolo.html,Dominic Thiem,Francisco Cerundolo,RH,RH,80,73,Dominic Thiem d. Francisco Cerundolo 6-1 1-6 7-5,Dominic Thiem,Francisco Cerundolo,Antwerp,hard,2022-10-20,75,30,78,28
20221019-M-Antwerp-R32-Dominic_Thiem-Michael_Geerts.html,Dominic Thiem,Michael Geerts,RH,RH,55,29,Dominic Thiem d. Michael Geerts 6-4 6-0,Dominic Thiem,Michael Geerts,Antwerp,hard,2022-10-19,42,22,42,9
20221018-M-Antwerp-R32-David_Goffin-Gilles_Arnaud_Bailly.html,David Goffin,Gilles Arnaud Bailly,RH,RH,121,117,David Goffin d. Gilles Arnaud Bailly 7-6(7) 5-7 6-4,David Goffin,Gilles Arnaud Bailly,Antwerp,hard,2022-10-18,138,59,100,38
20221016-M-Saint_Tropez_CH-F-Matteo_Arnaldi-Mattia_Bellucci.html,Matteo Arnaldi,Mattia Bellucci,RH,LH,41,61,Mattia Bellucci d. Matteo Arnaldi 6-3 6-3,Mattia Bellucci,Matteo Arnaldi,Saint_Tropez_CH,hard,2022-10-16,58,25,44,8
20221016-M-Fairfield_CH-F-Gabriel_Diallo-Michael_Mmoh.html,Gabriel Diallo,Michael Mmoh,RH,RH,38,58,Michael Mmoh d. Gabriel Diallo 6-3 6-2,Michael Mmoh,Gabriel Diallo,Fairfield_CH,hard,2022-10-16,54,28,42,12
20221016-W-San_Diego-F-Iga_Swiatek-Donna_Vekic.html,Iga Swiatek,Donna Vekic,RH,RH,77,58,Iga Swiatek d. Donna Vekic 6-3 3-6 6-0,Iga Swiatek,Donna Vekic,San_Diego,hard,2022-10-16,74,32,61,16
20221014-W-San_Diego-R16-Aryna_Sabalenka-Sloane_Stephens.html,Aryna Sabalenka,Sloane Stephens,RH,RH,80,78,Aryna Sabalenka d. Sloane Stephens 1-6 6-3 6-2,Aryna Sabalenka,Sloane Stephens,San_Diego,hard,2022-10-14,72,35,86,41
20221014-W-San_Diego-QF-Aryna_Sabalenka-Donna_Vekic.html,Aryna Sabalenka,Donna Vekic,RH,RH,81,105,Donna Vekic d. Aryna Sabalenka 6-4 6-7(5) 6-1,Donna Vekic,Aryna Sabalenka,San_Diego,hard,2022-10-14,95,46,91,32
20221010-W-San_Diego-R32-Bianca_Andreescu-Liudmila_Samsonova.html,Bianca Andreescu,Liudmila Samsonova,RH,RH,105,96,Bianca Andreescu d. Liudmila Samsonova 7-6(1) 4-6 6-2,Bianca Andreescu,Liudmila Samsonova,San_Diego,hard,2022-10-10,96,41,105,41
20220925-M-San_Diego-F-Marcos_Giron-Brandon_Nakashima.html,Marcos Giron,Brandon Nakashima,RH,RH,52,68,Brandon Nakashima d. Marcos Giron 6-4 6-4,Brandon Nakashima,Marcos Giron,San_Diego,hard,2022-09-25,62,26,58,16
20220920-M-San_Diego-R32-Zachary_Svajda-Brandon_Nakashima.html,Zachary Svajda,Brandon Nakashima,RH,RH,76,86,Brandon Nakashima d. Zachary Svajda 7-5 7-6(5),Brandon Nakashima,Zachary Svajda,San_Diego,hard,2022-09-20,90,37,72,23
20221016-M-Gijon-F-Andrey_Rublev-Sebastian_Korda.html,Andrey Rublev,Sebastian Korda,RH,RH,62,43,Andrey Rublev d. Sebastian Korda 6-2 6-3,Andrey Rublev,Sebastian Korda,Gijon,hard,2022-10-16,49,21,56,15
